zip;name
5130;Fürdő utca
5130;Fürj utca
5130;Fűzfa utca
5130;Galamb utca
5130;Gojsza utca
5130;Gyöngyvirág utca
5130;Győri utca
5130;Gábor Áron utca
5130;Hold utca
5130;Holló utca
5130;Honvéd utca
5130;Hunyadi utca
5130;Huszár utca
5130;Hársfa utca
5130;Hét vezér utca
5130;Hősök tere
5130;Ibolya utca
5130;Ilona utca
5130;István király út
5130;Ivanics utca
5130;Juhász Máté utca
5130;Jászkapitány utca
5130;Jászkun utca
5130;Jázmin utca
5130;Jókai utca
5130;József Attila utca
5130;Kard utca
5130;Kazinczy utca
5130;Kikelet utca
5130;Kinizsi utca
5130;Kisfaludy utca
5130;Kisjárási út
5130;Kocsér utca
5130;Koczka utca
5130;Kolozsvári utca
5130;Korona utca
5130;Kossuth Lajos út
5130;Kálmán utca
5130;Lados utca
5130;Lehel út
5130;Liliom utca
5130;Liszt Ferenc utca
5130;Litkey Máté tér
5130;Losonczi utca
5130;Léhi utca
5130;Lóczi utca
5130;Madách utca
5130;Mag utca
5130;Magyar utca
5130;Makó utca
5130;Malom utca
5130;Margaréta utca
5130;Mező utca
5130;Munkácsy tér
5130;Munkás utca
5130;Mókus utca
5130;Nap utca
5130;Napsugár utca
5130;Nefelejcs utca
5130;Nyitrai utca
5130;Nyár utca
5130;Nyárfás utca
5130;Nyíl utca
5130;Nyírfa utca
5130;Nyúl utca
5130;Orgona utca
5130;Pacsirta utca
5130;Pajzs utca
5130;Palotási János utca
5130;Parkerdő utca
5130;Partizán utca
5130;Petőfi Sándor utca
5130;Pélyi út
5130;Rapi utca
5130;Rezeda utca
5130;Rozmaring utca
5130;Rusvai utca
5130;Rákóczi út
5130;Róka utca
5130;Rózsa utca
5130;Sas utca
5130;Simon Ignác utca
5130;Simonyi Óbester utca
5130;Somogyi Béla utca
5130;Sport utca
5130;Szabadság utca
5130;Szegfű utca
5130;Szigligeti utca
5130;Szikszai Gábor utca
5130;Széchenyi utca
5130;Szögvégi utca
5130;Szőlő utca
5130;Szűcs utca
5130;Síp utca
5130;Sólyom utca
5130;Sóti utca
5130;Tabáni utca
5130;Temesvári utca
5130;Temető utca
5130;Tompa Mihály utca
5130;Tulipán utca
5130;Táncsics út
5130;Tél utca
5130;Tó utca
5130;Tóth utca
5130;Tüzér utca
5130;Utassi utca
5130;Vasvári utca
5130;Vasút utca
5130;Vince utca
5130;Viola utca
5130;Vágó Pál utca
5130;Városkert utca
5130;Vörösmarty utca
5130;Winkler István utca
5130;Zenész utca
5130;Zrínyi utca
5130;Álmos utca
5130;Árpád vezér utca
5130;Árvai utca
5130;Új utca
5122;Ady Endre utca
5122;Akácfa utca
5122;Arany János utca
5122;Bem József utca
5122;Bercsényi utca
5122;Bozóky János utca
5122;Budai utca
5122;Csillag utca
5122;Csokonai utca
5122;Deák Ferenc utca
5122;Dobó István utca
5122;Dózsa György tér
5122;Dózsa György út
5122;Fürj utca
5122;Fűzfa utca
5122;Galamb utca
5122;Hajnal utca
5122;Határ utca
5122;Hold utca
5122;Honvéd utca
5122;Hunyadi utca
5122;Hársfa utca
5122;Jókai Mór utca
5122;József Attila utca
5122;Katalin utca
5122;Kinizsi utca
5122;Kishíd utca
5122;Kossuth Lajos utca
5122;Lehel utca
5122;Liget utca
5122;Liszt Ferenc utca
5122;Magyar utca
5122;Mester utca
5122;Mező utca
5122;Mikszáth utca
5122;Munkácsy Mihály utca
5122;Mátyás utca
5122;Nagy Lajos utca
5122;Nefelejcs utca
5122;Nádas utca
5122;Orgona utca
5122;Pacsirta utca
5122;Paksikert utca
5122;Palotás utca
5122;Petőfi Sándor utca
5122;Pipa utca
5122;Rudas László utca
5122;Rákóczi Ferenc utca
5122;Szabadság utca
5122;Szent Imre utca
5122;Szent István utca
5122;Szent Mihály tér
5122;Szent Mihály tér utca
5122;Széchenyi út
5122;Szív utca
5122;Sándor utca
5122;Tarnapart utca
5122;Temető alj dűlő
5122;Temető utca
5122;Táncsics Mihály utca
5122;Túlsó Tarnapart utca
5122;Vermek utca
5122;Vásártér utca
5122;Vörösmarty Mihály utca
5122;Zrínyi utca
5122;Árpád utca
5122;Ér utca
5135;Akácfa utca
5135;Alkotmány utca
5135;Fő utca
5135;Jász utca
5135;Kossuth utca
5135;Köves utca
5135;Petőfi utca
5135;Pásztor dűlő
5135;Rózsa utca
5135;Szabadság utca
5135;Turul utca
5137;Ady Endre utca
5137;Akácfa utca
5137;Apró József utca
5137;Apáti út
5137;Arany János utca
5137;Attila utca
5137;Bacsó utca
5137;Bajcsy-Zsilinszky utca
5137;Bartók Béla utca
5137;Bem utca
5137;Bercsényi utca
5137;Bocskai utca
5137;Borostyán utca
5137;Béke utca
5137;Csalogány utca
5137;Csap utca
5137;Csata köz
5137;Csete Balázs utca
5137;Csorba utca
5137;Damjanich utca
5137;Dankó utca
5137;Deák Ferenc utca
5137;Dobó utca
5137;Dózsa György utca
5137;Erkel Ferenc utca
5137;Fecske utca
5137;Fényes utca
5137;Fő út
5137;Galagonya utca
5137;Galamb utca
5137;Gárdonyi utca
5137;Gát utca
5137;Gólya utca
5137;Gödör utca
5137;Hajtó utca
5137;Harmat utca
5137;Határ út
5137;Hevesi út
5137;Hold utca
5137;Homok utca
5137;Hunyadi utca
5137;Hősök tér
5137;Ifjúság utca
5137;Jász utca
5137;Jókai utca
5137;József utca
5137;Kereszt utca
5137;Kinizsi utca
5137;Kisfaludy utca
5137;Kiskőr út
5137;Kiss Ernő utca
5137;Kiss utca
5137;Kittenberger utca
5137;Kossuth Lajos út
5137;Kossuth tér
5137;Kovács utca
5137;Kunfi utca
5137;Kölcsey Ferenc utca
5137;Könyök utca
5137;Kút utca
5137;Ladányi út
5137;Lapos utca
5137;Liliom utca
5137;Madách tér
5137;Madár utca
5137;Malom utca
5137;Mező utca
5137;Nagykőr út
5137;Napsugár utca
5137;Nefelejcs utca
5137;Nyárfa utca
5137;Nyíl utca
5137;Nyúl utca
5137;Orgona utca
5137;Pacsirta utca
5137;Perem utca
5137;Petőfi út
5137;Pipa utca
5137;Pipacs utca
5137;Posta utca
5137;Pázmány Péter utca
5137;Rege utca
5137;Rigó utca
5137;Rákóczi utca
5137;Rózsa utca
5137;Silye Sámuel utca
5137;Somogyi Béla utca
5137;Szabadság utca
5137;Szabó utca
5137;Szarka utca
5137;Szegfű utca
5137;Széchenyi utca
5137;Szél utca
5137;Szív utca
5137;Szőlő utca
5137;Szűk utca
5137;Sólyom utca
5137;Sülyi út
5137;Tavasz utca
5137;Tompa Mihály utca
5137;Tulipán utca
5137;Tó utca
5137;Tört utca
5137;Vadász utca
5137;Vasút utca
5137;Velence utca
5137;Viola utca
5137;Virág utca
5137;Váci Mihály utca
5137;Vágóhíd út
5137;Vásártér utca
5137;Vércse utca
5137;Zenész utca
5137;Zrínyi utca
5137;Ág utca
5137;Árok utca
5137;Árvácska utca
5137;Ördög utca
5055;Ady Endre utca
5055;Akácfa utca
5055;Alkotmány utca
5055;Arany János utca
5055;Attila utca
5055;Bajcsy-Zsilinszky telep
5055;Baross Gábor utca
5055;Bartók Béla utca
5055;Bem József utca
5055;Bem apó telep
5055;Besenyszögi út
5055;Bodzás utca
5055;Botond vezér utca
5055;Béke utca
5055;Bíró Károly dűlő
5055;Cserháti utca
5055;Csárda utca
5055;Dabi Új utca
5055;Damjanich utca
5055;Deák Ferenc utca
5055;Dobó István utca
5055;Dohány utca
5055;Donkó Géza dűleje
5055;Dr. Izsó utca
5055;Drávucz dűlő
5055;Dózsa György utca
5055;Előd vezér utca
5055;Erzsébet utca
5055;Fekete Pál utca
5055;Garami Mihály utca
5055;Gazdag dűlő
5055;Gaál István utca
5055;Gál dűlő
5055;Gát utca
5055;Gólya utca
5055;Halomi út
5055;Halász utca
5055;Honvéd utca
5055;Huba vezér utca
5055;Hóvirág utca
5055;Hősök tere
5055;Ibolya utca
5055;Iskola dűlő
5055;Iskola utca
5055;Iskolarészi dűlő
5055;Juhász Imre utca
5055;Jász utca
5055;Jászkiséri út
5055;Jókai utca
5055;József Attila utca
5055;Katona Ignác utca
5055;Kender utca
5055;Kenderföld utca
5055;Kisdabi utca
5055;Kisnyolcöles út
5055;Kiss József utca
5055;Kond vezér utca
5055;Kossuth Lajos utca
5055;Kovács utca
5055;Lehel utca
5055;Liget utca
5055;Liszt Ferenc utca
5055;Mező utca
5055;Molnárok dűleje
5055;Munkás utca
5055;Mátyás utca
5055;Nagydabi utca
5055;Nagytemető utca
5055;Nefelejcs utca
5055;Nyolcöles dűlő
5055;Nyolcöles út
5055;Nyár utca
