zip;name
5144;Lőtér utca
5144;Május 1. utca
5144;Petőfi Sándor utca
5144;Radnóti Miklós utca
5144;Rákóczi Ferenc utca
5144;Rét utca
5144;Rózsa utca
5144;Szegfű utca
5144;Szellő utca
5144;Széchenyi István utca
5144;Tavasz utca
5144;Tompa Mihály utca
5144;Vasút utca
5144;Vezér utca
5144;Virág utca
5144;Zrínyi Miklós utca
5144;Ág utca
5144;Árpád utca
5111;Alkotmány út
5111;Alvégi utca
5111;Attila utca
5111;Balaton út
5111;Cigány utca
5111;Citera út
5111;Csokonai utca
5111;Dankó Pista út
5111;Fő utca
5111;Fő út
5111;Gyöngyvirág utca
5111;Hattyú utca
5111;Honvéd utca
5111;Iskola utca
5111;Jászberényi út
5111;Jókai utca
5111;Kossuth Lajos utca
5111;Könyök utca
5111;Liget utca
5111;Lőrinckátai út
5111;Malom utca
5111;Munkácsy sor
5111;Május 1. út
5111;Névtelen utca
5111;Petőfi Sándor út
5111;Páskom dűlő
5111;Szagos utca
5111;Szőlő utca
5111;Tabán utca
5111;Temető utca
5111;Tüzér utca
5111;Vörösmarty sor
5111;Zug utca
5126;Ady Endre utca
5126;Ady Endre út
5126;Akácfa utca
5126;Aradi utca
5126;Arany János út
5126;Attila utca
5126;Bacsó Béla út
5126;Bajcsy-Zsilinszky Endre út
5126;Bajza utca
5126;Bercsényi utca
5126;Bethlen Gábor út
5126;Bocskai tér
5126;Budai Nagy Antal utca
5126;Búzavirág utca
5126;Corvina utca
5126;Csaba utca
5126;Csalogány utca
5126;Csokonai utca
5126;Damjanich János út
5126;Damjanich utca
5126;Deák Ferenc utca
5126;Dobó István utca
5126;Dobó Katica utca
5126;Dugonics utca
5126;Déryné utca
5126;Dózsa György út
5126;Erkel Ferenc utca
5126;Eötvös Loránd utca
5126;Fecske utca
5126;Gyöngyvirág utca
5126;Gólya utca
5126;Hangsugárzó utca
5126;Honvéd út
5126;Hunyadi János utca
5126;Huszár utca
5126;Ifjúság utca
5126;Jókai Mór utca
5126;József Attila utca
5126;Kassák Lajos utca
5126;Katona József utca
5126;Kinizsi Pál utca
5126;Kismalom utca
5126;Kiss Ernő utca
5126;Kossuth Lajos út
5126;Kozma út
5126;Kölcsey Ferenc utca
5126;Kőrösi Csoma Sándor utca
5126;Lehel utca
5126;Liliom utca
5126;Liszt Ferenc utca
5126;Madách Imre utca
5126;Madách Imre út
5126;Mező utca
5126;Mikszáth Kálmán utca
5126;Mátyás király út
5126;Móricz Zsigmond utca
5126;Nefelejcs utca
5126;Nyár utca
5126;Orion utca
5126;Petőfi Sándor utca
5126;Pipacs utca
5126;Rákóczi Ferenc utca
5126;Rózsa tér
5126;Somogyi Béla utca
5126;Szabadság tér
5126;Szabadság út
5126;Szegfű utca
5126;Szent Erzsébet utca
5126;Szent István út
5126;Szent László út
5126;Szentcsalád tér
5126;Szikra utca
5126;Szivárvány utca
5126;Széchenyi út
5126;Szűcs Mihály utca
5126;Tavasz utca
5126;Televízió utca
5126;Thyssenkrupp utca
5126;Tompa Mihály utca
5126;Táncsics Mihály utca
5126;Vajda János utca
5126;Vasvári Pál út
5126;Viola utca
5126;Virág utca
5126;Vásárhelyi Pál út
5126;Vörösmarty utca
5126;Vörösmarty út
5126;Vörösrózsa utca
5126;Wesselényi utca
5126;Zrínyi Miklós út
5126;Zöldfa utca
5126;Álmos utca
5126;Árpád utca
5126;Árvíz utca
5121;Aradi utca
5121;Arany János utca
5121;Bajcsy-Zsilinszky utca
5121;Bartók Béla utca
5121;Batthyány utca
5121;Bem József utca
5121;Bercsényi utca
5121;Berzsenyi utca
5121;Bethlen Gábor utca
5121;Bihari utca
5121;Bocskai utca
5121;Bodógyep tanya
5121;Csikos tanya
5121;Csárda dűlő
5121;Csárda utca
5121;Csörsz-árok
5121;Csőke Antal utca
5121;Damjanich tér
5121;Dankó Pista utca
5121;Deák Ferenc utca
5121;Dobó István utca
5121;Dózsa György út
5121;Ficzek Károly utca
5121;Fő út
5121;Gubicz András utca
5121;Gyurkó János utca
5121;Gábor Áron utca
5121;Görbe utca
5121;Görgey utca
5121;Hegyeshalom tanya
5121;Hegyfoki utca
5121;Honvéd utca
5121;Horváth Péter utca
5121;Hunyadi utca
5121;Jászapáti utca
5121;Jásztelki út
5121;Jókai Mór utca
5121;József Attila utca
5121;Kapitányrét tanya
5121;Katona József utca
5121;Kemény Zsigmond utca
5121;Kinizsi Pál utca
5121;Kisfaludy utca
5121;Kiss Ernő utca
5121;Kisérhát tanya
5121;Kossuth Lajos út
5121;Kálmán Kata utca
5121;Liszt Ferenc utca
5121;László Gergely utca
5121;Magashatár tanya
5121;Magyar utca
5121;Mikszáth Kálmán utca
5121;Munkás utca
5121;Mátyás király utca
5121;Nagy Sándor utca
5121;Nyár utca
5121;Petőfi utca
5121;Redempció utca
5121;Rákóczi út
5121;Rózsa utca
5121;Sarkantyús tanya
5121;Somogyi Béla utca
5121;Sport utca
5121;Szabó Szabolcs utca
5121;Szegfű utca
5121;Szent István utca
5121;Szent József tér
5121;Szentlászlópuszta utca
5121;Széchenyi út
5121;Szőlőalja tanya
5121;Templom tér
5121;Thököly utca
5121;Toldi utca
5121;Tompa Mihály utca
5121;Tóth Imre András utca
5121;Túlát tanya
5121;Varjas tanya
5121;Vas Gereben utca
5121;Vágóhíd utca
5121;Vörösmarty utca
5121;Wesselényi utca
5121;Zrínyi Miklós utca
5121;Zöldmező utca
5121;Árpád fejedelem utca
5121;Öregtemető utca
5141;Akácvirág út
5141;Alkotmány út
5141;Attila út
5141;Bajcsy-Zsilinszky út
5141;Beloiannisz út
5141;Bem József út
5141;Bercsényi út
5141;Bimbó út
5141;Bocskai út
5141;Báthori út
5141;Béke út
5141;Cinege út
5141;Csillag út
5141;Damjanich út
5141;Dankó Pista út
5141;Dobó Katica út
5141;Dózsa György út
5141;Határ út
5141;Jákóhalmi út
5141;Jászberényi út
5141;József Attila út
5141;Lehel út
5141;Május 1. út
5141;Nefelejcs út
5141;Petőfi Sándor út
5141;Rózsa utca
5141;Sallai út
5141;Sport út
5141;Szabadság út
5141;Sólyom út
5141;Temető út
5141;Táncsics Mihály út
5141;Tópart út
5141;V. utca
5141;Vörösmarty út
5141;Zrínyi út
5141;Újvilág út
5124;Arany János út
5124;Benedek dűlő
5124;Hegyeshalom dűlő
5124;Hunyadi János út
5124;Jókai Mór út
5124;Kodály Zoltán út
5124;Kossuth út
5124;Kókai László tér
5124;Monostori út
5124;Nagyhalom dűlő
5124;Petőfi Sándor út
5124;Rákóczi út
5124;Rókalyukakút dűlő
5124;Széchenyi út
5124;Telek dűlő
5124;Tokodi dűlő
5124;Árenda dűlő
5123;Ady Endre utca
5123;Adácsi út
5123;Akácfa utca
5123;Alkotmány utca
5123;Arad utca
5123;Arany János utca
5123;Bajcsy-Zsilinszky utca
5123;Balassa utca
5123;Bartók Béla utca
5123;Belsőcsongrád dűlő
5123;Bem József utca
5123;Blaha Lujza utca
5123;Bogdán Flórián utca
5123;Bokréta utca
5123;Boros Alajos utca
5123;Csalogány utca
5123;Csikós utca
5123;Csokonai utca
5123;Csongor utca
5123;Csuka utca
5123;Csörsz vezér utca
5123;Czinka Panna utca
5123;Damjanich utca
5123;Dankó István utca
