zip;name
5561;Keresztháti üdülőpart
5561;Kinizsi utca
5561;Kis utca
5561;Kisfaludy utca
5561;Kishegyesi utca
5561;Kodály Zoltán utca
5561;Kossuth utca
5561;Kulich Gyula utca
5561;Kálvin utca
5561;Kölcsey Ferenc utca
5561;Köröspart utca
5561;Lehel utca
5561;Ligeti üdülő-sor
5561;Madách utca
5561;Madár utca
5561;Melis György utca
5561;Munkácsy utca
5561;Nagy Fertő
5561;Nap utca
5561;Nyíl utca
5561;Pacsirta utca
5561;Petőfi utca
5561;Prohászka utca
5561;Pázsit utca
5561;Péró utca
5561;Rákóczi utca
5561;Régi híd
5561;Rózsa utca
5561;Sebestyén utca
5561;Sirató üdülőtelep
5561;Stefánia sor
5561;Stefánia utca
5561;Szedres utca
5561;Szent András utca
5561;Szent Erzsébet utca
5561;Szent Gellért utca
5561;Szent Imre utca
5561;Szent László utca
5561;Szentesi út
5561;Szántó Kovács utca
5561;Széchenyi utca
5561;Tanya IV
5561;Tavaszmező utca
5561;Temető utca
5561;Templom utca
5561;Tessedik utca
5561;Toldi utca
5561;Tompa Mihály utca
5561;Virágos utca
5561;Vértessy tér
5561;Vértessy utca
5561;Vörösmarty utca
5561;Wesselényi utca
5561;Zalán utca
5561;Zrínyi utca
5561;Áchim L. András utca
5561;Álmos utca
5561;Árpád utca
5561;Óvoda utca
5551;Ady Endre utca
5551;Alkotmány tér
5551;Arany János utca
5551;Bacsó Béla utca
5551;Dózsa György utca
5551;Hunyadi János utca
5551;Iskola utca
5551;Jókai Mór utca
5551;József Attila utca
5551;Kossuth Lajos utca
5551;Közép dűlő
5551;Munkácsy Mihály utca
5551;Petőfi Sándor utca
5551;Somogyi Béla utca
5551;Szabadság utca
5551;Tessedik utca
5551;Táncsics Mihály utca
5551;Vasút utca
5551;Zrínyi Miklós utca
5552;Ady Endre utca
5552;Béke utca
5552;Csabai út
5552;Gimnázium sor
5552;Gyomai út
5552;Hosszú sor
5552;Kossuth utca
5552;Kurta sor
5552;Petőfi utca
5552;Szabadság utca
5552;Szakács sor
5552;Szentesi út
5552;Árpád utca
5553;Ady Endre utca
5553;Andrássy utca
5553;Aradi út
5553;Arany János utca
5553;Bacsó Béla utca
5553;Bajcsy-Zsilinszky utca
5553;Bakos határút
5553;Bakos-bejáró
5553;Bartók Béla utca
5553;Bem utca
5553;Bocskai utca
5553;Budai Nagy Antal utca
5553;Béke utca
5553;Csabai út
5553;Damjanich utca
5553;Daru utca
5553;Deák Ferenc utca
5553;Dobó István utca
5553;Dísz út
5553;Dózsa György utca
5553;Endrődi utca
5553;Gépállomás utca
5553;Hunyadi utca
5553;Hősök tere
5553;Hősök útja
5553;Iskola utca
5553;Jókai utca
5553;József Attila utca
5553;Kecske sor
5553;Kinizsi utca
5553;Klapka utca
5553;Kossuth tér
5553;Kölcsey Ferenc utca
5553;Liget utca
5553;Munkácsy utca
5553;Mátyás király utca
5553;Nefelejcs utca
5553;Október 6. utca
5553;Petőfi utca
5553;Piac tér
5553;Pipacs utca
5553;Rigó utca
5553;Rákóczi Ferenc utca
5553;Rózsa utca
5553;Somogyi Béla utca
5553;Szabadság utca
5553;Szeder utca
5553;Széchenyi tér
5553;Széchenyi utca
5553;Szénási út
5553;Szőlő utca
5553;Tessedik utca
5553;Thaly Kálmán utca
5553;Tulipán utca
5553;Táncsics utca
5553;Tóparti köz
5553;Vasvári utca
5553;Vasút utca
5553;Wesselényi utca
5553;Zrínyi Miklós utca
5553;Áchim András utca
5553;Árpád utca
5553;Őr utca
5540;Ady Endre utca
5540;Akácos utca
5540;Alkotmány utca
5540;Almafa utca
5540;Anna-liget
5540;Arany János utca
5540;Arató utca
5540;Arborétum utca
5540;Bacsó Béla utca
5540;Bajcsy-Zsilinszky utca
5540;Bartók Béla utca
5540;Bem József utca
5540;Benka Gyula utca
5540;Bethlen Gábor utca
5540;Betű utca
5540;Bocskai István utca
5540;Bolza Pál sétány
5540;Bolza sétány utca
5540;Brigád utca
5540;Budai Nagy Antal utca
5540;Béke köz
5540;Béke lakótelep
5540;Béke utca
5540;Csabai út
5540;Csicsely Pál utca
5540;Csokonai utca
5540;Csuka utca
5540;Csónak utca
5540;Damjanich utca
5540;Dankó Pista utca
5540;Deák Ferenc utca
5540;Dobó István utca
5540;Dr. Melich János utca
5540;Déli sor
5540;Dózsa György utca
5540;Erkel Ferenc tér
5540;Erzsébet híd
5540;Esze Tamás utca
5540;Ezüstszőlők
5540;Eötvös Loránd utca
5540;Fenyő utca
5540;Fácán utca
5540;Fő tér
5540;Fűzfa utca
5540;Gyékény utca
5540;Gyóni Géza utca
5540;Gárdonyi Géza utca
5540;Hajnal utca
5540;Haki lakótelep
5540;Halásztelki tanösvény
5540;Harkály utca
5540;Hatház utca
5540;Honvéd utca
5540;Horgász utca
5540;Hunyadi János utca
5540;Hársfa utca
5540;IV. tanya
5540;Ipartelep utca
5540;Irinyi utca
5540;Iskolasor
5540;Juhász Gyula utca
5540;Jókai Mór utca
5540;József Attila utca
5540;Katona József utca
5540;Kazinczy Ferenc utca
5540;Keszeg utca
5540;Kiránduló utca
5540;Kiss utca
5540;Klapka György utca
5540;Kodály Zoltán utca
5540;Kossuth Lajos utca
5540;Kossuth tér
5540;Kristóffy György utca
5540;Krúdy Gyula utca
5540;Kálvin János utca
5540;Kárász utca
5540;Körös utca
5540;Kötő utca
5540;Köztársaság utca
5540;Lehel utca
5540;Lenkei utca
5540;Liget utca
5540;Liliom utca
5540;Liszt Ferenc utca
5540;Luther Márton utca
5540;Madách Imre utca
5540;Malom utca
5540;Markovicz Mátyás utca
5540;Martinovics utca
5540;Martos Flóra utca
5540;Melis György utca
5540;Mikszáth Kálmán utca
5540;Molnár Zoltán köz
5540;Munkácsy utca
5540;Munkás utca
5540;Március 15. utca
5540;Mátyás király utca
5540;Móra Ferenc utca
5540;Móricz Zsigmond utca
5540;Nagy Sándor utca
5540;Nap utca
5540;Nyárfa utca
5540;Nád utca
5540;Orosházi út
5540;Pacsirta utca
5540;Petőfi utca
5540;Pántlika utca
5540;Rákóczi utca
5540;Rét utca
5540;Rózsa utca
5540;Semmelweis utca
5540;Sirály utca
5540;Somogyi Béla utca
5540;Sport utca
5540;Strand utca
5540;Szabadság út
5540;Szent István utca
5540;Szent László utca
5540;Szentegyházi utca
5540;Szentesi utca
5540;Szilvafa utca
5540;Szivornya sor
5540;Széchenyi utca
5540;Székely László sétány
5540;Székely Mihály tér
5540;Tessedik Sámuel utca
5540;Toldi Miklós utca
5540;Tompa Mihály utca
5540;Táncsics Mihály utca
5540;Táncsics üdülősor
5540;Tükör utca
5540;Vajda Péter utca
5540;Vasút utca
5540;Virágos utca
5540;Vágóhíd utca
5540;Vörösmarty utca
5540;Wesselényi utca
5540;Zrínyi Miklós utca
5540;Zöldpázsit utca
5540;Áchim L. András utca
5540;Állomás tér
5540;Állomás utca
5540;Árpád utca
5540;Újtelep utca
5540;Üdülő sétány
5556;Bakula sor
5556;Csikpár sor
5556;Dózsa György utca
5556;Fazekas Mihály utca
5556;Kurta sor
5556;Petőfi Sándor utca
5556;Sárkány sor
5556;Tessedik Sámuel utca
5556;Táncsics Mihály utca
5556;Török sor
5527;Ady Endre utca
5527;Akácos utca
5527;Alkotmány utca
5527;Arany János utca
5527;Baross Gábor utca
5527;Bartók Béla utca
5527;Bocskai István utca
5527;Béke utca
5527;Deák Ferenc utca
5527;Dobó István utca
5527;Délisor utca
5527;Dózsa György utca
5527;Hunyadi utca
5527;Jókai utca
5527;József Attila utca
5527;Kanizsai utca
5527;Kinizsi utca
5527;Kisfaludy utca
5527;Kossuth Lajos tér
5527;Kossuth Lajos utca
5527;Lehel utca
5527;Munkácsy Mihály utca
5527;Móra Ferenc utca
5527;Móricz Zsigmond utca
5527;Nefelejcs utca
5527;Petőfi utca
5527;Rákóczi Ferenc utca
5527;Szabadság utca
5527;Szondi utca
5527;Széchenyi István utca
5527;Szélső sor
5527;Szív utca
5527;Vécsei utca
5527;Vörösmarty utca
5527;Zrínyi Miklós utca
5527;Árpádsor utca
5525;Ady Endre utca
5525;Akácfa utca
5525;Aradi utca
5525;Arany János utca
5525;Attila utca
5525;Bacsó Béla utca
5525;Bajcsy-Zsilinszky utca
5525;Bajza utca
5525;Baross utca
5525;Batthyány utca
5525;Bem utca
5525;Berzsenyi utca
5525;Bethlen utca
5525;Bihari utca
5525;Bocskai utca
5525;Botond
5525;Brassói utca
5525;Báthori utca
5525;Béke utca
5525;Csokonai utca
5525;Csánky Dezső utca
5525;Damjanich utca
5525;Dobó utca
5525;Dugonics utca
5525;Dózsa György utca
5525;Erdős utca
5525;Erkel Ferenc utca
5525;Gacsári István utca
5525;Garai tér
5525;Garai utca
5525;Garalapos utca
5525;Hegyesi János utca
5525;Hunyadi utca
5525;Jókai utca
5525;József Attila utca
5525;Kertész utca
5525;Kinizsi utca
5525;Kisfaludy utca
5525;Kiss Ernő utca
5525;Klapka utca
5525;Kolozsvári utca
5525;Kont utca
5525;Kossuth utca
5525;Kovács kert
5525;Kölcsey tér
5525;Kőrösi Csoma Sándor utca
5525;Lehel utca
5525;Lenkei utca
5525;Levél utca
5525;Lőcsei utca
5525;Maros utca
5525;Mikes Kelemen utca
5525;Mikszáth Kálmán utca
5525;Május 1. utca
5525;Mátyás utca
5525;Nagyatádi utca
5525;Nagyváradi utca
5525;Orgona utca
5525;Petőfi tér
5525;Petőfi utca
5525;Pozsonyi utca
5525;Rákóczi utca
5525;Réti utca
5525;Sas utca
5525;Simonyi utca
5525;Somogyi Béla utca
5525;Sport utca
5525;Szabadkai utca
5525;Szabadság tér
5525;Szabolcs utca
5525;Szabolcska Mihály utca
5525;Szebeni utca
5525;Szigligeti utca
5525;Széchenyi utca
5525;Szív utca
5525;Sárrét utca
5525;Temető utca
5525;Toldi utca
5525;Táncsics utca
5525;Tó utca
5525;Vajda János utca
5525;Veres Péter utca
5525;Vécsey utca
5525;Vörösmarty utca
5525;Zrínyi utca
5525;Zöldfa utca
5525;Áchim András utca
5525;Árpád utca
5526;Ady utca
