zip;name
5051;Szegfű utca
5051;Szent János utca
5051;Sziget utca
5051;Szigony utca
5051;Széchenyi utca
5051;Szív utca
5051;Tavasz utca
5051;Thököly utca
5051;Tompa utca
5051;Táncsics Mihály utca
5051;Vidra utca
5051;Viola utca
5051;Wesselényi utca
5051;Zrínyi utca
5051;Zsilip utca
5051;Álmos utca
5051;Ügyes utca
5052;Abonyi út
5052;Ady Endre út
5052;Akácfa utca
5052;Alkotmány út
5052;Arany János út
5052;Attila utca
5052;Bajcsy-Zsilinszky Endre utca
5052;Bajza utca
5052;Bakó utca
5052;Baross utca
5052;Batthyány Lajos utca
5052;Bem utca
5052;Bercsényi út
5052;Bethlen Gábor utca
5052;Bocskai utca
5052;Brassói út
5052;Báthori út
5052;Béke körút
5052;Csillag út
5052;Csók út
5052;Damjanich út
5052;Dankó Pista utca
5052;Dessewffy Arisztid utca
5052;Deák Ferenc utca
5052;Dob út
5052;Dózsa György út
5052;Egység út
5052;Erkel Ferenc utca
5052;Erzsébet körút
5052;Esze Tamás utca
5052;Fecske utca
5052;Fő út
5052;Galamb út
5052;Gyöngyvirág út
5052;Határ utca
5052;Hold utca
5052;Holló út
5052;Horgász utca
5052;Hunyadi János utca
5052;Hóvirág út
5052;Iskola út
5052;Jász út
5052;Jókai Mór utca
5052;József Attila utca
5052;Kastély út
5052;Katona József utca
5052;Keskeny út
5052;Kiss Ernő út
5052;Kolozsvár körút
5052;Kossuth Lajos utca
5052;Kárpát utca
5052;Kölcsey Ferenc utca
5052;Lehel utca
5052;Maros utca
5052;Mező út
5052;Mikszáth Kálmán út
5052;Mohácsi út
5052;Munkás utca
5052;Május 1. út
5052;Mátyás király utca
5052;Nagy utca
5052;Nap út
5052;Nefelejcs út
5052;Nyár út
5052;Orgona út
5052;Petőfi Sándor utca
5052;Pálma út
5052;Pázmány utca
5052;Rákóczi Ferenc utca
5052;Rózsa utca
5052;Sas út
5052;Szabadság tér
5052;Szarvashalom út
5052;Szekszárdi utca
5052;Szekszárdi út
5052;Szeles utca
5052;Szent István tér
5052;Szent László tér
5052;Szigetvár utca
5052;Szilágyi utca
5052;Szondi út
5052;Szászberki út
5052;Széchényi utca
5052;Sólyom utca
5052;Tambura köz
5052;Tavasz út
5052;Toldi utca
5052;Táncsics Mihály út
5052;Tápiószentgyörgyi út
5052;Tél út
5052;Vasút út
5052;Viola út
5052;Vágóhíd utca
5052;Vásár utca
5052;Védgát sor
5052;Vércse utca
5052;Vörösmarty utca
5052;Wesselényi utca
5052;Zagyva út
5052;Zagyva-gát
5052;Zagyva-vát
5052;Zrínyi út
5052;Álmos út
5052;Árpád utca
5052;Újszászi út
5052;Ősz út
5363;Ady Endre út
5363;Arany János út
5363;Bem apó út
5363;Dobó István út
5363;Dózsa György út
5363;Fő út
5363;Hunyadi János út
5363;Hősök tere
5363;Jókai Mór út
5363;József Attila út
5363;Kismező út
5363;Kossuth Lajos út
5363;Móricz Zsigmond út
5363;Nagymező út
5363;Petőfi Sándor út
5363;Rákóczi Ferenc út
5363;Szabadság út
5363;Vörösmarty Mihály út
5363;Zrínyi Miklós út
5363;Örsi út
5243;Ady Endre út
5243;Arany János út
5243;Balin utca
5243;Baross Gábor út
5243;Bem József út
5243;Bezerédi út
5243;Bocskai István út
5243;Béke tér
5243;Béke út
5243;Csalogány utca
5243;Csuka utca
5243;Damjanich János út
5243;Dembinszky József út
5243;Deák Ferenc tér
5243;Deák Ferenc út
5243;Fő út
5243;Gyöngyvirág út
5243;Gólya út
5243;Hajóállomás út
5243;Harcsa utca
5243;Hunyadi János út
5243;Jókai Mór út
5243;József Attila út
5243;Kecsege utca
5243;Keszeg utca
5243;Kisfaludy Károly út
5243;Korona utca
5243;Kossuth Lajos út
5243;Május 1. út
5243;Nefelejcs út
5243;Pacsirta út
5243;Petőfi Sándor út
5243;Ponty utca
5243;Rozmaring út
5243;Rákóczi Ferenc út
5243;Sas út
5243;Sport út
5243;Szabadság út
5243;Szegfű út
5243;Szivattyútelep
5243;Széchenyi István út
5243;Szőlősi út
5243;Süllő utca
5243;Tigris út
5243;Tulipán út
5243;Táncsics Mihály út
5243;Vadász utca
5243;Vörösmarty Mihály út
5243;Ábrahám utca
5243;Árpád út
5243;Őz utca
5350;Ady Endre utca
5350;Akácfa utca
5350;Aradi vértanúk útja
5350;Aradi út
5350;Arany János út
5350;Bajcsy-Zsilinszky utca
5350;Balogh út
5350;Baross utca
5350;Bartók Béla utca
5350;Belsőfokpart utca
5350;Belsőfokpart út
5350;Belsőkertsor utca
5350;Bernáth utca
5350;Borsóskert utca
