zip;name
4644;Kossuth utca
4644;Mester utca
4644;Mező utca
4644;Mónus Illés utca
4644;Nyárfás utca
4644;Petőfi utca
4644;Rákóczi utca
4644;Szabadság tér
4644;Szent István tér
4644;Széchenyi utca
4644;Táncsics utca
4644;Vasvári Pál utca
4644;Vasút utca
4644;Árpád vezér utca
4624;Akácfa utca
4624;Arany János utca
4624;Béke utca
4624;Dózsa György utca
4624;Hársfa utca
4624;Jókai út
4624;József Attila utca
4624;Kiss Ernő utca
4624;Kossuth Lajos út
4624;Május 1. utca
4624;Petőfi Sándor utca
4624;Rákóczi Ferenc utca
4624;Sport köz
4624;Sport utca
4624;Széchenyi István utca
4624;Toldi Miklós utca
4624;Táncsics Mihály utca
4624;Vasút utca
4624;Virág utca
4624;Árpád utca
4645;Béke utca
4645;Dózsa utca
4645;Kossuth utca
4645;Petőfi utca
4645;Szabadság utca
4628;Ady Endre út
4628;Damjanich út
4628;Dózsa György út
4628;Kossuth út
4628;Petőfi út
4628;Rákóczi út
4628;Táncsics köz
4628;Táncsics út
4623;Ady Endre utca
4623;Arany János utca
4623;Bajcsy-Zsilinszky utca
4623;Bartók Béla utca
4623;Bezdédi út
4623;Béke utca
4623;Diófás út
4623;Dózsa György utca
4623;Gyíkos utca
4623;Hársfa utca
4623;Jázmin út
4623;József Attila utca
4623;Kossuth utca
4623;Kossuth zug
4623;Kálongatanya
4623;Lónyay sétány
4623;Lónyay út
4623;Márta út
4623;Nagyerdő út
4623;Nyárfás út
4623;Petőfi köz
4623;Petőfi tér
4623;Rákóczi utca
4623;Rév utca
4623;Rózsás tér
4623;Temető utca
4623;Templom köz
4623;Tölgyes út
4623;Váci Mihály utca
4623;Zrínyi út
4623;Zsaró köz
4627;Ady Endre út
4627;Dózsa György út
4627;Kossuth tér
4627;Kossuth út
4627;Petőfi út
4627;Rákóczi út
4625;Ady Endre út
4625;Akácfa utca
4625;Alkotmány út
4625;Arany János út
4625;Baross Gábor út
4625;Bercsényi út
4625;Dózsa György út
4625;Európa tér
4625;Fenyőfa út
4625;Fűtőház utca
4625;Fűzfa utca
4625;Határ utca
4625;Hársfa utca
4625;Ifjúság utca
4625;Jókai út
4625;József Attila út
4625;Kossuth út
4625;Krúdy Gyula út
4625;Kárpát utca
4625;Levendula utca
4625;Móricz Zsigmond út
4625;Nyírfa utca
4625;Petőfi út
4625;Platán utca
4625;Rákóczi út
4625;Rózsafa út
4625;Szebecse utca
4625;Szilvafa utca
4625;Széchenyi út
4625;Vadvirág utca
4625;Vasút út
4625;Vágó Béla utca
4625;Árpád út
4625;Óvoda melletti út
4625;Újélet út
7757;Ady Endre utca
7757;Béke utca
7757;Dózsa György utca
7757;Haladás utca
7757;Kossuth utca
7757;Munkás utca
7757;Petőfi utca
7757;Rákóczi utca
7747;Ady Endre utca
7747;Arany János utca
7747;József Attila utca
7747;Kossuth Lajos utca
7747;Petőfi Sándor utca
7747;Rákóczi Ferenc utca
7747;Táncsics Mihály utca
7756;Arany János utca
7756;Damjanich János utca
7756;Deák Ferenc utca
7756;Kossuth Lajos utca
7756;Rákóczi Ferenc utca
7754;Ady Endre utca
7754;Alkotmány utca
7754;Alsó-Tukár pincesor
7754;Arany János utca
7754;Bajcsy-Zsilinszky utca
7754;Batthyány Júlia utca
7754;Bem József utca
7754;Bock József utca
7754;Bolyai János utca
7754;Borjádi út
7754;Bánki Donát utca
7754;Damjanich János utca
7754;Deák Ferenc utca
7754;Dobó utca
7754;Dózsa György utca
7754;Erzsébet tér
7754;Eötvös Loránd utca
7754;Felső-Tukár pincesor
7754;Fáy András utca
7754;Hohl pincesor
7754;Hunyadi Mátyás utca
7754;Hősök tere
7754;Ipari Park I. utca
7754;Ipari Park II. utca
7754;Ipari Park III. utca
7754;Ipari Park IV. utca
7754;Iskola utca
7754;Jedlik Ányos utca
7754;Jókai Mór utca
7754;József Attila utca
7754;Kandó Kálmán utca
7754;Kassai utca
7754;Kodály Zoltán utca
7754;Kossuth Lajos utca
7754;Liszt Ferenc utca
7754;Manninger G. Adolf utca
7754;Montenuovo Nándor utca
7754;Munkácsy Mihály utca
7754;Máriahegyi pincesor
7754;Nyárádi utca
7754;Orgona utca
7754;Park utca
7754;Petőfi Sándor utca
7754;Puskás Tivadar utca
7754;Rákóczi utca
7754;Rózsa utca
7754;Rózsadomb utca
7754;Seital utca
7754;Szabadság tér
7754;Szabadság utca
7754;Szabó Mátyás tér
7754;Szegfű utca
7754;Szent István tér
7754;Szent István utca
7754;Széchenyi István tér
7754;Széchenyi István utca
7754;Temető utca
7754;Tokai utca
7754;Tomori Pál utca
7754;Tompa Mihály utca
7754;Táncsics utca
7754;Töttösi út
7754;Virág utca
7754;Vásár tér
7754;Vásártér utca
7754;Vörösmarty Mihály utca
7754;Ybl Miklós utca
7754;Zrínyi Miklós utca
7745;Ady Endre utca
7745;Kossuth Lajos utca
7745;Petőfi Sándor utca
7756;Kossuth Lajos utca
7757;Dobó utca
7757;Kossuth Lajos utca
7757;Petőfi Sándor utca
7757;Rákóczi utca
7757;Táncsics Mihály utca
