zip;name
5350;Szabadság utca
5350;Szabolcs út
5350;Szegfű utca
5350;Szeretet út
5350;Szilva utca
5350;Szivárvány utca
5350;Szárcsa köz
5350;Széchenyi kert
5350;Szőlősi út
5350;Sárgarigó út
5350;Sárkány utca
5350;Süllő út
5350;Takaró köz
5350;Takaró utca
5350;Tariczky sétány
5350;Temető utca
5350;Tisza út
5350;Tiszavirág utca
5350;Toldi Miklós utca
5350;Tompa Mihály út
5350;Táncsics Mihály út
5350;Téglás utca
5350;Tölgyes út
5350;Vadász utca
5350;Vajgyár utca
5350;Vasút utca
5350;Váci Mihály út
5350;Vágóhíd utca
5350;Városkert út
5350;Vásárhelyi Pál utca
5350;Vörösbegy út
5350;Vörösmarty utca
5350;Zrínyi Miklós utca
5350;Zsák utca
5350;Zug utca
5350;Zöldike köz
5350;kötélpálya, gyerek haladó
5350;kötélpálya, gyerek kezdő
5350;kötélpálya, haladó extrém
5350;kötélpálya, kezdő-középhaladó
5350;Árpád utca
5350;Ártéri út
5350;Óbuda utca
5350;Ökörszem út
5350;Önkormányzat utca
5350;Örvényi út
5350;Összekötő út
5350;Őrhalom utca
5350;Őz utca
5358;Béke út
5358;Esze Tamás utca
5358;Füredi út
5358;Hunyadi utca
5358;Janafoki út
5358;Kinizsi utca
5358;Kossuth Lajos utca
5358;Liget utca
5358;Mohári utca
5358;Morotva út
5358;Móricz Zsigmond utca
5358;Orgona út
5358;Páskom köz
5358;Rákóczi út
5358;Rózsa köz
5358;Rózsadomb utca
5358;Széklaposi út
5358;Szőlő utca
5358;Tiszaikertsor út
5359;Dobó utca
5359;Dr. Galaczi András utca
5359;Gárdonyi utca
5359;Jókai utca
5359;Munkácsy utca
5359;Nyárfás utca
5359;Radnóti utca
5361;Ady Endre út
5361;Bocskai út
5361;Dózsa György út
5361;Erdei út
5361;Feszty út
5361;Iskola út
5361;József Attila utca
5361;Kossuth út
5361;Mátyás király út
5361;Petőfi út
5361;Rákóczi út
5361;Rózsa út
5361;Széchenyi út
5361;Táncsics út
5361;Tóalj út
5361;Vörösmarty út
5361;Örsi út
5361;Új út
5322;Ady Endre utca
5322;Attila utca
5322;Bajcsy-Zsilinszky utca
5322;Bartók Béla utca
5322;Belsőkert út
5322;Bem József utca
5322;Dózsa György utca
5322;Futora út
5322;Fő út
5322;Gargya utca
5322;Gyöngy út
5322;Hajdú utca
5322;Hajtó út
5322;Hatház utca
5322;Hegedűs kert
5322;Honvéd utca
5322;Hősök tere
5322;Jókai utca
5322;Kenderföld utca
5322;Kertalja utca
5322;Kisfaludy utca
5322;Kossuth Lajos utca
5322;Kölcsey utca
5322;Kör utca
5322;Liliom utca
5322;Liszt Ferenc utca
5322;Malom utca
5322;Mikes utca
5322;Nyíl utca
5322;Petőfi Sándor utca
5322;Rózsa utca
5322;Sport út
5322;Sugár utca
5322;Széchenyi István utca
5322;Szél utca
5322;Széles utca
5322;Táncsics Mihály utca
5322;Vadász út
5322;Virág utca
5322;Várszél utca
5322;Zsila telep
